SoilMoisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Crop,Irrigation
22.5,28.8,27.4,239.6,23.2,51.0,Carrot,1
28.3,20.3,19.6,370.1,21.2,36.8,Wheat,0
20.7,11.2,13.7,384.9,24.2,33.3,Lettuce,1
27.6,27.3,16.0,244.0,19.8,85.9,Soybean,0
21.5,10.5,28.7,393.2,23.1,82.7,Peas,1
36.4,8.9,15.9,239.1,20.8,50.1,Sugarcane,0
14.4,15.8,22.1,197.0,24.7,67.8,Peas,1
11.3,39.9,24.6,310.6,35.1,66.1,Onion,1
16.5,39.0,21.1,439.3,8.6,86.0,Beans,1
29.7,25.1,20.9,208.8,16.8,88.6,Tomato,0
24.0,21.5,16.6,342.3,41.6,27.2,Cotton,0
7.6,25.8,19.7,345.1,21.6,23.7,Carrot,1
23.5,5.0,20.6,303.0,26.6,29.7,Lettuce,1
35.8,15.3,19.5,432.6,14.7,76.4,Soybean,0
11.0,8.2,21.0,255.9,33.3,83.9,Peas,1
19.4,7.0,22.4,346.2,18.7,41.2,Corn,1
5.0,18.6,16.2,364.0,26.2,41.8,Corn,1
29.5,10.2,20.3,344.7,22.3,49.2,Rice,1
26.7,26.1,20.8,241.3,26.8,44.8,Cabbage,0
29.1,21.7,19.4,270.8,32.3,87.4,Sugarcane,1
23.6,9.3,11.1,415.7,35.3,24.9,Corn,0
29.7,2.5,17.8,246.2,39.8,26.7,Cabbage,0
26.6,37.5,20.1,322.5,30.5,64.1,Tomato,0
22.3,14.0,14.2,88.4,27.4,20.6,Corn,0
32.5,22.5,18.1,50.0,25.2,37.5,Onion,0
31.7,2.4,18.9,291.4,37.1,44.2,Potato,0
18.1,9.3,19.1,448.8,13.3,51.8,Rice,1
25.7,16.6,26.4,408.8,28.5,35.6,Soybean,0
13.5,28.5,20.0,254.6,27.7,59.6,Cabbage,1
28.9,22.5,19.0,224.4,33.4,31.4,Cabbage,0
41.6,26.4,17.4,288.1,27.2,38.5,Corn,0
23.6,27.4,10.5,431.8,25.6,20.8,Maize,0
20.9,9.0,15.9,202.9,36.3,59.6,Lettuce,1
25.6,12.8,27.8,341.1,25.3,33.6,Maize,0
13.9,8.4,18.5,230.0,16.5,38.2,Lettuce,1
5.1,13.9,23.4,222.5,24.9,50.9,Tomato,1
18.4,39.4,19.2,154.2,27.2,34.6,Corn,1
18.9,24.6,17.7,230.5,15.8,67.6,Cotton,0
7.5,23.1,26.1,407.9,20.4,37.3,Cotton,1
15.0,12.5,12.7,249.9,32.8,67.1,Sugarcane,1
30.2,24.7,30.4,324.6,1.4,28.2,Sugarcane,0
31.1,31.2,25.3,322.4,22.8,63.4,Soybean,0
6.7,1.6,16.1,414.5,26.7,34.1,Soybean,1
18.4,16.1,21.1,215.6,11.6,53.0,Barley,1
26.6,26.6,16.4,358.6,21.8,27.2,Barley,0
20.5,28.9,24.5,468.8,38.0,60.3,Barley,1
34.2,26.8,19.7,416.0,14.8,65.7,Rice,0
35.7,23.3,18.6,88.5,23.3,52.6,Cabbage,0
30.3,32.0,22.4,293.8,34.8,74.4,Potato,0
19.5,11.3,21.1,307.7,38.0,55.0,Sugarcane,1
44.5,32.2,20.8,326.4,22.4,80.4,Soybean,0
15.0,30.4,29.5,324.5,25.9,67.3,Rice,1
26.5,33.0,29.2,384.2,18.5,25.7,Sugarcane,1
36.9,34.4,18.8,304.6,17.8,66.6,Cotton,0
36.7,19.2,4.1,368.3,22.5,65.1,Onion,0
15.8,33.6,25.9,313.4,25.6,56.0,Onion,1
30.5,15.6,26.0,246.0,14.2,53.6,Rice,0
24.7,22.7,25.3,309.1,20.5,41.4,Lettuce,1
35.1,31.5,19.8,465.8,31.3,45.5,Peas,0
17.1,23.5,12.1,347.1,22.4,89.6,Corn,1
38.3,26.8,25.5,224.6,33.4,54.4,Carrot,0
21.4,24.2,19.7,201.8,34.0,26.0,Carrot,1
45.0,22.0,15.5,145.1,27.1,64.6,Spinach,0
25.0,14.1,14.5,383.5,32.3,82.9,Barley,0
9.5,9.0,20.7,401.1,31.0,43.6,Tomato,1
14.7,32.3,15.2,462.8,22.7,48.9,Cotton,1
40.9,14.8,18.3,342.8,25.6,46.4,Potato,0
12.5,20.2,9.7,231.4,17.6,81.8,Wheat,1
22.6,35.8,14.4,499.3,18.8,24.3,Rice,1
18.5,24.1,17.4,250.8,26.5,27.8,Soybean,1
7.9,17.2,15.2,350.6,19.2,34.6,Wheat,1
45.0,31.9,21.1,402.7,33.8,57.8,Sugarcane,0
19.4,28.6,20.7,142.3,18.6,30.0,Barley,1
21.8,29.3,22.4,536.2,22.4,55.2,Cabbage,1
5.2,6.1,14.9,359.6,16.9,42.6,Barley,1
40.4,4.2,19.3,440.7,28.2,63.3,Carrot,0
20.1,14.1,24.2,282.5,16.4,65.1,Sunflower,1
26.3,14.1,18.8,380.7,22.7,23.4,Lettuce,0
10.5,23.3,26.0,414.1,20.5,58.8,Barley,1
24.4,27.3,18.5,296.6,29.5,31.5,Lettuce,1
21.1,7.1,21.5,314.6,20.1,73.5,Peas,1
5.0,27.4,22.2,236.5,29.4,47.0,Soybean,1
10.5,0.0,30.3,408.9,22.0,30.2,Rice,1
35.6,47.5,17.4,267.8,3.8,43.1,Sugarcane,0
38.5,15.1,24.1,136.2,26.0,45.1,Spinach,0
36.1,29.2,18.7,249.9,17.3,23.9,Barley,0
30.0,37.8,15.0,264.8,25.5,89.2,Cabbage,0
26.1,25.1,15.4,413.4,13.8,26.8,Spinach,0
19.3,26.2,25.2,159.6,46.2,84.6,Beans,1
45.0,10.1,25.0,342.5,34.6,87.3,Cabbage,0
13.8,15.0,13.1,332.3,24.5,32.7,Carrot,1
19.0,28.3,16.1,439.7,18.9,32.7,Beans,1
25.4,12.0,22.1,428.0,7.3,48.2,Cotton,0
37.8,26.3,22.5,463.1,16.7,48.6,Spinach,0
23.2,33.7,14.2,50.0,20.8,45.0,Rice,1
12.5,12.7,14.5,357.3,16.5,24.8,Barley,1
17.9,19.5,19.2,333.1,36.6,38.3,Cabbage,1
19.5,35.2,20.3,159.3,23.6,42.2,Potato,0
14.4,10.7,22.8,218.9,11.1,83.6,Peas,1
22.3,13.9,16.6,311.3,17.9,37.8,Rice,1
21.7,22.3,25.4,322.4,32.2,76.7,Wheat,1
14.7,11.4,15.3,251.4,29.1,46.9,Spinach,1
19.3,4.4,29.3,227.5,26.6,26.1,Carrot,1
32.5,29.5,18.7,304.1,34.9,47.1,Soybean,0
8.6,30.7,23.0,530.4,13.2,66.4,Tomato,1
16.7,26.7,21.7,207.8,21.9,29.6,Maize,1
23.4,15.3,18.2,300.0,34.2,67.2,Barley,0
45.0,21.4,20.9,363.7,12.7,82.0,Soybean,0
11.1,16.0,19.2,492.6,16.6,70.8,Beans,1
18.1,2.2,26.5,376.4,21.0,38.8,Corn,1
10.8,24.8,22.7,411.9,19.1,30.0,Cabbage,1
23.1,20.6,20.8,311.0,31.4,25.8,Rice,1
19.0,22.6,21.1,378.3,21.6,80.0,Spinach,1
29.4,17.6,18.0,284.8,15.9,37.0,Maize,0
32.2,19.9,19.3,325.0,20.5,36.5,Maize,0
21.1,26.9,23.2,359.0,25.3,25.7,Tomato,1
26.7,34.7,26.7,379.4,21.6,87.2,Sugarcane,1
21.5,30.5,21.7,266.6,14.2,70.4,Spinach,1
27.1,17.7,10.3,223.5,5.8,69.4,Potato,0
17.2,15.8,12.2,389.8,20.9,44.5,Peas,1
22.9,6.1,24.0,399.7,19.2,47.5,Beans,1
26.9,3.3,18.2,263.5,20.9,28.5,Peas,0
24.6,18.5,16.8,50.0,13.8,80.8,Rice,1
16.6,24.0,21.0,354.2,18.3,79.2,Corn,1
36.0,17.7,23.1,159.1,21.7,20.0,Cotton,0
6.9,21.1,22.8,370.3,29.8,70.6,Sugarcane,1
28.7,9.6,25.5,291.6,24.6,72.1,Wheat,0
19.1,23.3,26.3,255.2,19.5,67.3,Wheat,1
5.3,23.1,22.2,290.5,25.3,57.4,Soybean,1
24.9,23.0,21.2,137.4,27.3,44.2,Sugarcane,1
19.4,5.8,17.4,247.5,33.2,77.9,Cabbage,1
26.2,8.8,18.5,171.2,17.8,88.4,Rice,1
5.0,32.3,20.7,426.9,17.2,89.6,Potato,1
15.8,15.1,18.1,328.9,17.9,24.9,Rice,1
28.2,19.1,13.5,236.3,28.4,50.8,Corn,0
21.8,17.6,20.0,425.9,25.4,55.3,Tomato,1
27.4,6.1,12.0,178.3,26.3,68.4,Maize,0
22.6,6.4,22.4,401.9,39.0,28.3,Soybean,0
15.5,13.7,23.3,232.1,18.4,87.9,Rice,1
30.6,18.7,22.0,245.1,35.5,44.0,Wheat,0
19.3,34.3,26.9,455.3,5.1,72.2,Cabbage,1
43.9,26.8,20.9,367.2,29.3,58.6,Beans,0
34.2,24.6,19.6,378.4,40.4,85.3,Peas,0
15.1,34.0,17.6,353.4,36.3,32.6,Spinach,1
23.5,0.0,22.6,261.7,14.5,25.1,Sugarcane,1
29.5,27.1,16.5,276.3,26.7,34.5,Wheat,0
10.9,19.9,18.9,262.8,19.2,84.8,Wheat,1
28.2,36.5,20.7,399.6,13.9,31.6,Beans,0
26.6,7.1,22.1,300.1,23.6,60.8,Cotton,0
22.6,3.3,23.7,216.7,23.9,43.9,Cabbage,1
32.9,14.2,5.5,369.8,23.0,59.8,Peas,0
7.0,13.4,24.3,365.8,28.7,43.7,Wheat,1
38.1,24.3,21.9,244.4,24.0,48.1,Sugarcane,0
38.4,1.9,31.3,232.2,41.8,35.3,Spinach,0
22.4,30.1,15.8,150.1,24.3,87.7,Onion,1
37.3,24.5,31.3,368.2,34.1,55.8,Barley,0
37.4,29.6,22.3,182.1,26.4,71.0,Spinach,0
44.1,19.3,18.7,409.4,28.2,56.1,Corn,0
23.2,30.1,17.3,135.4,37.0,53.1,Carrot,1
11.5,23.9,26.9,190.3,31.3,71.8,Spinach,1
19.6,21.6,10.8,368.1,29.0,69.3,Cotton,0
17.7,38.9,20.2,376.9,20.1,41.2,Soybean,1
28.6,40.2,26.5,260.3,16.2,63.2,Wheat,0
15.0,22.2,21.8,237.4,20.6,54.1,Sugarcane,1
14.9,51.5,14.4,324.3,8.3,33.8,Lettuce,1
44.2,12.3,11.6,252.9,9.2,85.3,Spinach,0
32.5,30.1,15.2,315.4,26.1,42.1,Sunflower,0
41.4,23.6,15.7,296.9,25.1,63.0,Soybean,0
29.7,0.0,16.9,251.2,30.1,33.6,Sunflower,0
20.8,31.2,19.9,337.8,21.5,49.7,Onion,1
38.2,31.8,18.9,247.9,12.4,22.8,Sunflower,0
21.1,29.1,13.6,431.7,32.1,36.2,Corn,1
27.7,22.8,25.1,193.6,33.0,64.2,Peas,0
15.8,13.5,16.3,246.9,23.6,27.9,Cotton,1
16.4,22.0,23.8,138.4,27.4,44.0,Beans,1
32.0,48.1,19.5,339.3,19.1,67.8,Tomato,0
26.8,22.2,14.9,249.9,36.4,81.6,Lettuce,0
31.1,11.4,15.4,186.2,24.3,66.9,Cotton,0
37.1,10.9,17.1,283.7,38.0,35.8,Corn,0
24.9,21.3,18.1,139.6,21.8,86.6,Cotton,0
29.7,24.0,22.2,148.8,17.8,22.6,Sugarcane,1
33.6,20.8,25.7,261.3,16.2,85.7,Potato,0
39.2,7.5,22.8,367.0,26.6,89.8,Sugarcane,0
31.5,28.1,19.2,237.5,17.2,88.8,Barley,0
14.1,18.7,18.1,155.8,20.8,64.0,Beans,1
23.0,22.3,25.7,222.3,37.5,51.1,Potato,0
9.7,24.3,19.0,224.2,17.2,45.9,Cabbage,1
18.9,18.6,24.8,320.8,27.5,66.5,Peas,1
14.0,12.6,28.3,275.7,25.0,68.4,Sugarcane,1
26.5,19.6,20.3,50.0,27.0,60.7,Cabbage,0
29.8,15.5,28.7,284.9,27.6,53.3,Cabbage,0
19.9,22.4,19.7,412.8,25.7,49.2,Corn,1
17.5,25.3,17.6,235.0,25.7,88.0,Lettuce,1
25.7,0.0,22.2,399.6,15.8,55.9,Cotton,0
29.1,18.0,16.6,102.0,21.0,23.7,Carrot,0
17.3,7.2,21.0,486.9,35.2,25.5,Soybean,1
31.5,15.2,21.8,534.9,19.3,50.0,Peas,0
15.3,21.5,26.2,497.3,25.5,83.6,Sugarcane,1
8.3,31.0,12.2,50.0,29.6,39.5,Sunflower,1
27.4,9.1,15.1,203.0,25.9,25.8,Cotton,0
18.7,11.8,26.7,482.3,23.1,47.5,Corn,1
36.4,14.1,22.9,316.9,30.7,62.7,Carrot,0
43.2,38.6,17.6,332.4,10.6,57.3,Potato,0
19.8,17.0,17.3,273.4,18.3,79.6,Sugarcane,1
28.9,16.0,14.3,214.9,9.7,74.7,Barley,0
6.6,28.9,17.1,369.9,25.2,38.3,Corn,1
9.6,0.0,23.0,307.2,28.8,80.4,Sunflower,1
21.4,25.2,23.9,290.9,16.1,29.2,Sunflower,1
40.9,16.2,22.7,225.0,15.0,82.7,Potato,0
21.6,16.5,17.1,264.8,22.1,77.5,Lettuce,1
22.6,20.8,20.8,452.2,25.6,56.6,Wheat,0
36.6,29.7,16.1,320.3,21.3,61.7,Lettuce,0
26.9,18.6,26.0,255.8,22.3,86.7,Maize,0
24.7,12.3,16.4,218.6,17.1,73.2,Corn,0
34.3,20.0,18.8,277.6,33.2,51.1,Soybean,0
23.0,15.4,20.2,125.4,29.0,79.1,Cotton,0
28.8,8.7,25.6,315.4,22.3,20.7,Rice,1
37.2,9.2,16.2,403.6,20.2,51.2,Maize,0
34.0,26.8,14.2,375.5,26.6,30.9,Cotton,0
43.1,2.0,29.0,314.7,26.5,70.0,Tomato,0
12.2,0.3,19.6,301.7,14.2,42.6,Corn,1
44.4,0.6,18.0,116.6,21.0,63.5,Beans,0
16.4,25.9,23.4,330.7,18.4,78.4,Rice,1
17.2,28.8,16.9,375.7,25.0,40.8,Cotton,1
36.2,24.0,16.1,250.0,28.5,27.3,Cabbage,0
45.0,5.4,13.9,387.0,23.9,29.0,Corn,0
33.5,15.9,16.9,357.6,23.8,62.7,Carrot,0
29.6,0.0,23.6,311.9,23.2,50.6,Cabbage,0
27.4,24.7,26.6,126.1,16.6,21.5,Corn,0
29.9,30.7,15.6,334.9,24.0,22.8,Sugarcane,1
33.5,25.4,24.4,233.2,24.5,49.9,Maize,0
27.0,26.1,21.3,105.0,22.2,44.9,Rice,1
5.0,9.3,25.5,283.4,21.2,66.7,Carrot,1
26.0,15.2,11.1,77.0,26.8,77.5,Spinach,0
19.4,23.1,12.1,278.7,34.4,44.0,Rice,1
42.4,27.8,24.1,392.3,23.1,48.1,Spinach,0
27.9,31.5,21.5,426.8,27.3,42.9,Sunflower,0
24.4,24.9,23.5,250.0,32.8,82.5,Potato,0
36.3,11.3,18.3,338.3,18.6,80.1,Soybean,0
25.2,11.8,13.5,181.8,11.9,74.4,Wheat,0
34.4,26.4,22.2,389.9,14.1,42.0,Beans,0
31.3,13.7,16.5,368.1,21.0,53.9,Wheat,0
26.3,20.0,28.1,176.3,30.4,31.0,Soybean,0
39.7,25.4,17.5,114.1,26.8,40.5,Maize,0
24.6,18.4,26.3,355.4,22.2,33.8,Sunflower,0
31.9,22.7,23.3,293.0,15.5,33.2,Spinach,0
35.6,14.7,25.1,353.4,46.5,55.9,Spinach,0
13.6,25.4,26.7,173.9,40.8,67.8,Cotton,1
29.2,17.4,13.8,185.2,25.3,49.7,Sunflower,0
30.0,11.2,23.7,236.2,26.7,83.7,Peas,0
22.0,13.9,5.3,211.5,26.3,51.4,Spinach,1
26.3,18.9,15.6,385.1,24.0,83.9,Barley,0
22.6,10.4,24.4,445.0,13.6,30.2,Beans,1
33.2,21.6,28.7,216.5,23.3,73.9,Lettuce,0
23.7,14.0,18.5,380.9,20.3,46.5,Cotton,0
13.2,38.2,17.2,383.2,26.7,85.0,Potato,1
15.2,18.3,10.3,315.9,20.0,88.9,Beans,1
18.9,22.0,22.7,82.8,24.9,77.1,Maize,1
26.6,24.2,26.6,278.4,32.5,62.3,Rice,1
22.0,20.8,13.3,386.3,8.9,32.1,Sunflower,1
18.4,26.1,15.7,177.4,35.3,21.3,Tomato,1
15.3,39.9,12.9,311.9,31.7,30.2,Tomato,1
33.5,11.1,23.9,335.6,35.1,34.8,Cotton,0
17.6,19.0,29.2,447.2,19.8,69.1,Cotton,1
25.6,20.7,29.5,193.5,23.7,40.4,Spinach,0
22.7,33.9,23.2,461.6,13.9,52.5,Rice,1
24.7,18.6,26.3,374.5,24.8,64.6,Rice,1
17.0,17.5,15.4,510.7,19.5,31.5,Spinach,1
31.9,16.8,19.6,261.7,32.7,64.2,Maize,0
7.3,13.6,19.1,115.4,18.0,55.6,Corn,1
23.1,34.7,16.5,196.3,30.3,36.7,Cotton,0
10.6,15.2,19.6,324.3,32.6,30.3,Cabbage,1
30.3,32.8,24.0,378.9,27.1,63.7,Corn,0
30.8,18.7,27.0,251.6,32.6,83.5,Wheat,0
24.6,8.6,16.8,245.0,29.9,57.9,Tomato,1
25.8,19.6,31.9,418.4,30.8,66.6,Cotton,0
26.1,28.6,22.9,218.7,27.9,73.6,Cotton,0
34.8,14.6,25.7,311.5,28.9,25.9,Rice,0
11.9,12.1,20.2,163.5,30.6,76.3,Corn,1
31.2,21.7,23.3,216.6,25.5,66.8,Corn,0
36.1,18.3,15.9,358.5,22.0,29.0,Spinach,0
25.3,18.7,17.0,328.8,17.6,73.4,Beans,0
13.4,10.1,21.2,181.7,23.0,69.0,Beans,1
17.3,21.5,19.4,161.9,14.0,57.0,Onion,1
11.5,30.8,17.2,255.7,23.7,58.8,Sunflower,1
24.0,0.0,12.5,341.9,24.5,43.4,Potato,0
39.5,22.2,18.4,279.9,15.0,34.7,Sugarcane,0
29.9,0.5,9.7,373.9,29.1,46.4,Sunflower,0
24.4,19.9,13.2,395.3,17.6,25.4,Peas,1
39.3,15.8,23.8,108.6,30.3,23.7,Rice,0
17.0,10.3,22.8,272.0,35.1,33.2,Onion,1
26.4,2.6,17.7,267.0,26.8,71.4,Soybean,0
15.0,0.0,17.9,157.3,26.1,27.7,Beans,1
25.5,34.9,15.9,253.5,18.3,72.9,Barley,0
10.5,14.0,15.1,451.0,35.5,69.0,Beans,1
36.7,25.3,9.1,247.1,20.5,55.9,Rice,0
29.8,25.3,20.7,418.2,43.7,23.5,Soybean,0
45.0,20.6,23.2,221.4,31.5,21.1,Onion,0
24.9,5.9,18.8,493.1,31.9,41.2,Carrot,1
19.7,21.5,20.2,425.7,45.8,32.0,Tomato,1
36.4,32.2,15.4,253.4,50.0,27.7,Carrot,0
18.2,29.7,25.0,437.4,18.2,37.0,Onion,1
29.8,20.5,24.9,386.6,18.8,84.9,Lettuce,0
35.4,13.4,23.5,333.1,16.5,85.2,Beans,0
33.0,15.7,21.9,162.3,13.4,30.6,Wheat,0
13.3,2.7,17.7,419.2,25.4,54.5,Maize,1
5.0,7.3,21.1,406.3,22.0,65.1,Cotton,1
6.6,6.5,14.4,365.1,30.8,55.0,Barley,1
16.2,15.8,17.8,395.6,26.1,40.1,Beans,1
22.4,10.9,19.6,402.6,14.0,52.3,Tomato,1
25.9,23.9,20.0,270.9,20.2,64.7,Spinach,0
45.0,32.0,13.7,378.7,33.2,33.6,Maize,0
21.0,20.4,27.1,283.8,20.1,51.1,Tomato,1
25.8,10.5,18.7,247.3,16.4,67.0,Cotton,0
35.4,10.6,25.6,270.6,36.6,54.0,Onion,0
27.4,7.9,18.3,300.3,34.9,79.4,Peas,0
8.3,40.4,21.5,207.4,17.3,85.3,Wheat,1
43.6,29.7,20.4,266.5,49.1,45.2,Carrot,0
31.3,39.2,16.7,413.9,15.8,81.0,Onion,0
32.1,51.1,24.0,215.2,21.6,52.2,Peas,0
20.5,27.3,13.6,404.8,28.9,49.2,Lettuce,1
22.6,30.3,14.6,391.4,22.7,51.3,Spinach,1
39.9,26.7,19.7,252.6,26.5,52.6,Potato,0
45.0,27.0,23.9,236.3,25.5,24.2,Peas,0
45.0,7.6,26.3,373.1,29.3,87.8,Soybean,0
35.4,33.6,21.5,352.2,27.0,38.6,Barley,0
25.0,38.9,15.4,381.1,36.0,29.8,Beans,0
24.9,2.0,16.7,109.4,28.4,81.8,Lettuce,1
33.3,16.7,23.7,312.9,9.1,85.8,Beans,0
19.3,14.6,18.1,225.1,27.2,71.5,Lettuce,1
28.8,23.1,20.0,230.7,24.6,38.4,Cabbage,0
31.1,4.4,21.0,310.1,25.3,74.2,Cotton,0
35.4,24.8,19.4,338.3,30.5,70.0,Cotton,0
34.6,43.2,19.9,350.5,25.7,78.9,Tomato,0
17.9,45.3,19.9,312.7,23.0,36.1,Sunflower,1
44.0,18.8,18.0,397.0,17.9,51.4,Maize,0
32.2,20.3,24.0,307.5,16.8,28.9,Rice,0
45.0,16.7,23.2,298.8,15.1,70.0,Corn,0
6.0,21.7,18.2,241.2,13.9,51.1,Lettuce,1
31.9,13.2,18.6,298.6,26.2,79.8,Sunflower,0
26.0,33.5,23.6,318.5,13.4,71.6,Soybean,0
31.3,13.8,17.9,405.8,26.5,83.1,Sugarcane,0
37.0,28.0,14.1,289.8,32.9,62.5,Rice,0
24.6,2.5,20.6,216.3,15.7,50.9,Rice,1
25.1,18.2,10.0,197.1,18.0,21.8,Wheat,0
15.1,14.5,14.3,325.6,35.9,59.2,Peas,1
15.0,32.3,16.1,105.3,41.3,31.9,Cotton,1
27.2,15.5,19.0,336.8,33.3,81.7,Peas,0
5.4,0.0,20.4,426.1,17.6,40.1,Wheat,1
22.7,34.4,15.5,147.8,28.5,39.1,Carrot,1
31.2,18.8,24.5,366.3,25.6,34.9,Onion,0
32.2,20.6,23.8,260.6,18.8,22.5,Maize,0
33.1,40.7,21.9,143.9,39.6,34.1,Rice,0
45.0,23.5,23.5,373.3,23.4,72.0,Spinach,0
19.3,9.4,18.7,330.8,41.5,64.8,Sunflower,1
26.8,28.4,19.5,215.8,31.0,54.6,Potato,0
31.5,19.9,15.5,389.8,17.4,33.3,Corn,0
11.5,16.9,9.8,161.9,40.1,56.5,Beans,1
9.3,11.8,18.0,361.2,11.2,50.9,Sunflower,1
37.7,15.2,17.7,279.1,23.7,75.5,Maize,0
31.6,28.7,21.7,494.0,35.3,56.6,Wheat,0
45.0,23.8,22.6,262.3,33.9,21.1,Maize,0
14.1,30.4,14.2,360.5,20.3,76.2,Sunflower,1
35.3,26.0,28.1,341.6,15.3,76.6,Lettuce,0
38.6,30.9,18.5,235.1,31.7,37.1,Maize,0
24.8,0.0,12.8,268.4,28.8,37.1,Tomato,1
17.0,29.7,16.3,490.7,13.5,26.3,Spinach,1
23.2,33.7,15.1,254.9,30.2,20.3,Tomato,1
25.9,24.1,17.2,357.5,34.6,79.7,Maize,0
8.9,13.0,10.9,353.7,34.8,60.1,Soybean,1
23.2,9.9,15.1,270.3,22.6,40.0,Potato,0
45.0,36.4,32.0,343.7,17.8,55.8,Potato,0
15.0,9.5,22.1,129.8,20.5,71.6,Sugarcane,1
14.4,22.6,27.6,86.6,12.7,48.0,Beans,1
31.8,0.0,27.2,218.9,22.1,27.5,Potato,0
6.9,17.3,19.8,311.4,25.5,24.0,Cotton,1
15.7,5.6,26.8,446.2,26.4,77.3,Barley,1
6.6,11.9,25.4,228.2,24.1,29.2,Potato,1
39.4,27.3,20.3,425.4,28.2,76.0,Sugarcane,0
31.1,14.4,17.1,238.0,17.7,85.2,Maize,0
41.8,4.3,15.0,281.8,29.6,47.3,Carrot,0
14.2,23.8,18.2,170.0,42.4,25.0,Rice,1
13.8,30.9,12.6,345.7,23.0,64.4,Cabbage,1
6.1,23.1,14.1,260.3,29.3,55.2,Soybean,1
25.9,11.4,26.1,179.1,17.3,53.5,Carrot,0
30.9,13.3,24.4,223.0,19.9,52.6,Rice,0
14.5,41.2,18.9,50.0,36.7,78.4,Soybean,1
34.6,19.8,16.1,122.6,19.5,22.6,Onion,0
18.8,26.9,16.9,294.3,34.5,49.1,Corn,1
12.6,35.2,23.9,415.4,17.6,76.9,Cotton,1
25.7,40.0,25.7,289.8,21.1,65.4,Spinach,0
31.9,24.2,20.8,516.1,20.1,59.9,Carrot,0
24.3,0.3,19.9,329.4,27.0,67.1,Maize,0
40.2,23.8,18.1,250.0,23.6,51.3,Cabbage,0
41.4,30.0,19.6,190.3,39.4,40.5,Corn,0
5.0,21.0,18.9,403.1,29.9,79.5,Barley,1
27.9,5.9,19.3,237.4,26.2,48.9,Cabbage,0
40.8,15.9,22.6,361.9,30.9,78.4,Lettuce,0
25.6,30.5,19.6,399.2,22.1,76.2,Maize,0
22.7,18.6,20.7,372.9,30.1,44.2,Wheat,0
27.6,27.2,14.1,139.6,14.4,68.3,Cabbage,0
17.5,13.4,23.8,238.5,18.1,55.3,Cabbage,1
18.9,18.2,19.4,429.2,19.0,58.5,Spinach,1
33.1,15.7,16.0,461.3,26.4,63.2,Wheat,0
21.8,27.6,13.3,410.7,23.9,84.2,Sugarcane,1
31.0,4.5,18.1,300.5,33.2,75.7,Lettuce,0
31.8,30.5,19.8,377.1,25.4,53.9,Peas,0
23.9,29.9,9.4,423.4,22.4,39.9,Beans,1
24.7,15.5,21.7,257.1,25.7,54.8,Spinach,1
20.2,8.8,29.9,191.6,25.1,32.8,Soybean,1
17.0,36.4,22.0,416.8,19.2,50.3,Wheat,1
36.9,35.4,17.2,274.6,19.0,45.0,Maize,0
28.8,24.1,18.6,311.3,28.7,38.3,Cotton,0
22.9,29.7,22.1,322.1,14.8,56.2,Sunflower,0
21.2,26.6,28.8,403.9,25.7,48.7,Lettuce,1
23.3,16.7,22.0,284.6,22.4,67.0,Wheat,0
7.2,26.7,25.9,554.3,17.0,23.2,Sunflower,1
33.4,22.7,15.9,301.1,33.4,36.7,Corn,0
12.0,27.9,17.2,50.0,35.9,42.0,Maize,1
22.6,21.3,20.0,412.4,41.4,63.7,Cotton,0
13.7,11.8,24.7,409.4,20.6,44.9,Rice,1
25.1,5.2,17.6,156.4,30.6,36.0,Carrot,0
32.2,2.7,26.7,549.7,25.4,59.2,Corn,0
11.8,20.2,20.9,434.5,27.9,85.3,Beans,1
20.0,27.9,26.8,275.5,28.9,54.3,Beans,1
20.4,34.9,22.0,349.4,28.5,50.7,Sunflower,1
25.5,21.5,25.6,110.9,31.7,59.3,Carrot,0
19.1,19.3,9.9,354.9,43.8,80.8,Wheat,1
19.5,20.6,18.5,390.0,29.3,23.9,Cabbage,1
23.7,21.4,21.8,332.0,23.3,83.3,Sunflower,0
28.8,5.5,16.9,399.7,20.6,48.6,Soybean,0
20.5,7.9,9.0,276.9,26.1,64.9,Cotton,0
24.5,11.9,29.4,258.9,26.2,27.3,Sunflower,0
38.0,21.1,20.4,362.3,27.3,58.3,Wheat,0
24.0,7.6,19.9,73.1,23.3,64.8,Wheat,0
8.4,14.9,24.8,232.4,9.8,45.4,Peas,1
27.6,10.6,21.3,380.6,21.9,36.3,Rice,1
32.0,11.6,21.5,169.7,28.6,86.0,Cabbage,0
21.4,32.9,20.2,206.5,10.1,29.0,Onion,1
8.7,0.0,21.5,313.9,22.7,54.7,Corn,1
23.9,10.4,22.7,398.8,33.3,36.4,Spinach,1
13.6,36.0,23.1,217.9,26.0,56.0,Wheat,1
23.8,22.9,23.4,221.9,27.1,62.3,Spinach,1
25.5,11.8,27.8,129.4,23.9,32.2,Peas,0
16.6,22.7,25.8,152.9,31.4,82.6,Beans,1
19.0,3.3,19.5,303.4,26.3,39.5,Barley,1
38.6,17.4,21.1,393.0,13.3,30.5,Barley,0
29.1,46.2,9.5,294.6,9.4,56.1,Cotton,0
16.1,15.8,23.8,279.6,23.7,63.1,Beans,1
15.9,35.7,15.5,53.8,18.7,41.7,Cabbage,1
22.4,23.4,23.2,240.1,20.7,50.2,Cabbage,1
25.7,32.2,18.7,450.0,29.6,73.2,Lettuce,0
